id,sensorId,observationDate,julianDateUTC,verticalPosition,significantWaveHeight,dominantWavePeriod,averageWavePeriod,meanWaveDirection,swellHeight,swellPeriod,swellDirection,windWaveHeight,windWavePeriod,windWaveDirection,frequencyBands,qualityFlag,maxWaveHeight,maxWavePeriod,max10thPercentileHeight
462286,2366,2024-06-19 21:20:00.000,2024171.388888,0.25,0.003,8.11,6.49,282.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,10.83,0.004
462287,2366,2024-06-19 21:50:00.000,2024171.409722,0.25,0.003,6.45,6.71,246.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,12.54,0.004
462289,2366,2024-06-19 22:20:00.000,2024171.430555,0.25,0.004,12.04,11.33,178.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.006,14.25,0.005
462290,2366,2024-06-19 22:50:00.000,2024171.451388,0.25,0.003,8.28,7.58,219.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,12.54,0.004
462292,2366,2024-06-19 23:20:00.000,2024171.472222,0.25,0.004,13.90,9.98,33.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.006,13.68,0.005
462293,2366,2024-06-19 23:50:00.000,2024171.493055,0.25,0.004,14.78,9.49,228.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.007,14.82,0.006
462295,2366,2024-06-20 00:20:00.000,2024171.513888,0.25,0.005,13.73,8.91,213.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.007,15.39,0.006
462298,2366,2024-06-20 01:20:00.000,2024171.555555,0.25,0.003,13.12,7.12,28.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,14.25,0.004
462299,2366,2024-06-20 01:50:00.000,2024171.576388,0.25,0.004,10.06,6.83,16.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.006,13.11,0.005
462301,2366,2024-06-20 02:20:00.000,2024171.597222,0.25,0.004,11.01,9.73,214.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.007,14.25,0.005
462302,2366,2024-06-20 02:50:00.000,2024171.618055,0.25,0.003,12.29,6.34,209.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,11.97,0.004
462304,2366,2024-06-20 03:20:00.000,2024171.638888,0.25,0.003,12.83,6.99,28.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,14.82,0.004
462305,2366,2024-06-20 03:50:00.000,2024171.659722,0.25,0.004,14.59,6.99,55.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.006,15.96,0.005
462307,2366,2024-06-20 04:20:00.000,2024171.680555,0.25,0.004,14.07,8.84,254.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,13.11,0.005
462310,2366,2024-06-20 05:20:00.000,2024171.722222,0.25,0.005,14.78,12.42,331.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.008,16.53,0.007
462311,2366,2024-06-20 05:50:00.000,2024171.743055,0.25,0.004,14.78,12.69,10.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.007,15.96,0.006
462313,2366,2024-06-20 06:20:00.000,2024171.763888,0.25,0.003,10.91,6.38,285.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,12.54,0.004
462314,2366,2024-06-20 06:50:00.000,2024171.784722,0.25,0.003,12.42,8.22,190.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,12.54,0.004
462316,2366,2024-06-20 07:20:00.000,2024171.805555,0.25,0.004,9.12,9.98,176.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.006,12.54,0.005
462317,2366,2024-06-20 07:50:00.000,2024171.826388,0.25,0.004,14.41,12.42,290.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.006,14.82,0.005
462319,2366,2024-06-20 08:20:00.000,2024171.847222,0.25,0.003,8.05,7.34,185.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,10.83,0.004
462320,2366,2024-06-20 08:50:00.000,2024171.868055,0.25,0.003,6.67,6.67,218.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.004,9.12,0.004
462322,2366,2024-06-20 09:20:00.000,2024171.888888,0.25,0.004,11.12,6.95,210.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,13.68,0.005
462323,2366,2024-06-20 09:50:00.000,2024171.909722,0.25,0.004,12.97,7.25,219.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,13.11,0.005
462325,2366,2024-06-20 10:20:00.000,2024171.930555,0.25,0.003,12.97,6.60,114.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,14.25,0.004
462326,2366,2024-06-20 10:50:00.000,2024171.951388,0.25,0.003,12.55,7.94,194.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,12.54,0.004
462328,2366,2024-06-20 11:20:00.000,2024171.972222,0.25,0.003,10.42,6.99,32.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,11.97,0.004
462340,2366,2024-06-20 15:20:00.000,2024172.138888,0.25,0.003,6.67,6.24,33.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.004,8.55,0.003
462341,2366,2024-06-20 15:50:00.000,2024172.159722,0.25,0.003,7.44,6.41,31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.004,8.55,0.003
462343,2366,2024-06-20 16:20:00.000,2024172.180555,0.25,0.003,7.78,6.21,86.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.004,9.12,0.003
462344,2366,2024-06-20 16:50:00.000,2024172.201388,0.25,0.003,13.42,6.60,24.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.004,11.97,0.004
462346,2366,2024-06-20 17:20:00.000,2024172.222222,0.25,0.004,10.52,7.25,201.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,14.82,0.005
462347,2366,2024-06-20 17:50:00.000,2024172.243055,0.25,0.004,9.41,8.71,207.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.006,12.54,0.005
462349,2366,2024-06-20 18:20:00.000,2024172.263888,0.25,0.003,8.22,6.18,150.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.004,9.69,0.003
462350,2366,2024-06-20 18:50:00.000,2024172.284722,0.25,0.003,6.28,6.31,224.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.004,9.69,0.004
462352,2366,2024-06-20 19:20:00.000,2024172.305555,0.25,0.003,13.27,6.63,233.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.004,11.97,0.004
462353,2366,2024-06-20 19:50:00.000,2024172.326388,0.25,0.003,14.78,6.52,111.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,14.82,0.004
462355,2366,2024-06-20 20:20:00.000,2024172.347222,0.25,0.005,15.16,12.42,207.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.007,14.82,0.006
462356,2366,2024-06-20 20:50:00.000,2024172.368055,0.25,0.005,11.67,10.24,94.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.007,13.68,0.006
462296,2366,2024-06-20 00:50:00.000,2024171.534722,0.25,0.004,10.81,6.83,94.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,11.97,0.005
462331,2366,2024-06-20 11:50:00.000,2024171.993055,0.25,0.004,13.12,11.45,199.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.006,14.25,0.005
462332,2366,2024-06-20 12:20:00.000,2024172.013888,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
462333,2366,2024-06-20 12:50:00.000,2024172.034722,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
462334,2366,2024-06-20 13:20:00.000,2024172.055555,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
462335,2366,2024-06-20 13:50:00.000,2024172.076388,0.25,0.004,12.16,7.34,8.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,12.54,0.005
462337,2366,2024-06-20 14:20:00.000,2024172.097222,0.25,0.003,5.38,6.41,3.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.004,9.69,0.003
462338,2366,2024-06-20 14:50:00.000,2024172.118055,0.25,0.003,8.78,6.24,95.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,11.97,0.004
462358,2366,2024-06-20 21:20:00.000,2024172.388888,0.25,0.003,7.73,6.71,339.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.005,10.26,0.004
462360,2366,2024-06-20 21:50:00.000,2024172.409722,0.25,0.004,12.83,7.63,205.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.006,13.68,0.005
462361,2366,2024-06-20 22:20:00.000,2024172.430555,0.25,0.005,11.91,12.69,20.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.008,15.39,0.007
443631,2366,2024-01-17 20:50:00.000,2024017.368055,0.25,1.022,10.15,9.41,10.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.574,11.40,1.299
443636,2366,2024-01-17 21:20:00.000,2024017.388888,0.25,1.140,9.65,9.81,40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.766,11.40,1.450
443638,2366,2024-01-17 21:50:00.000,2024017.409722,0.25,0.998,8.98,8.71,309.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.557,11.97,1.269
443643,2366,2024-01-17 22:20:00.000,2024017.430555,0.25,1.146,10.06,10.15,302.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.767,14.25,1.457
443645,2366,2024-01-17 22:50:00.000,2024017.451388,0.25,1.135,9.41,9.81,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.762,12.54,1.443
443650,2366,2024-01-17 23:20:00.000,2024017.472222,0.25,1.012,10.33,9.34,84.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.556,10.83,1.286
443652,2366,2024-01-17 23:50:00.000,2024017.493055,0.25,1.038,9.81,9.05,162.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.605,11.97,1.320
443657,2366,2024-01-18 00:20:00.000,2024017.513888,0.25,1.049,9.65,10.06,263.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.625,11.40,1.334
443659,2366,2024-01-18 00:50:00.000,2024017.534722,0.25,1.104,10.52,9.49,350.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.694,11.97,1.404
443665,2366,2024-01-18 01:20:00.000,2024017.555555,0.25,1.015,9.89,9.98,301.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.568,11.97,1.291
443667,2366,2024-01-18 01:50:00.000,2024017.576388,0.25,1.177,10.71,9.81,356.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.803,13.68,1.496
443671,2366,2024-01-18 02:20:00.000,2024017.597222,0.25,1.114,9.89,11.12,36.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.720,13.68,1.416
443673,2366,2024-01-18 02:50:00.000,2024017.618055,0.25,1.044,10.15,9.34,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.608,11.97,1.328
443678,2366,2024-01-18 03:20:00.000,2024017.638888,0.25,1.265,9.89,9.81,306.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.953,13.11,1.608
443680,2366,2024-01-18 03:50:00.000,2024017.659722,0.25,1.094,9.12,9.81,20.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.704,13.11,1.391
443685,2366,2024-01-18 04:20:00.000,2024017.680555,0.25,1.148,10.42,9.89,357.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.763,11.40,1.460
443687,2366,2024-01-18 04:50:00.000,2024017.701388,0.25,1.088,10.81,9.49,86.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.665,13.68,1.384
443629,2366,2024-01-17 20:20:00.000,2024017.347222,0.25,1.070,9.81,9.73,12.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.653,11.97,1.360
443692,2366,2024-01-18 05:20:00.000,2024017.722222,0.25,0.836,9.89,8.91,93.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.292,10.83,1.063
443725,2366,2024-01-18 08:20:00.000,2024017.847222,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
443726,2366,2024-01-18 08:50:00.000,2024017.868055,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
443727,2366,2024-01-18 09:20:00.000,2024017.888888,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
443728,2366,2024-01-18 09:50:00.000,2024017.909722,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
443729,2366,2024-01-18 10:20:00.000,2024017.930555,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
443730,2366,2024-01-18 10:50:00.000,2024017.951388,0.25,0.771,10.06,9.57,280.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.189,11.97,0.980
443735,2366,2024-01-18 11:20:00.000,2024017.972222,0.25,0.844,10.52,9.89,223.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.296,12.54,1.073
443737,2366,2024-01-18 11:50:00.000,2024017.993055,0.25,0.975,11.01,10.15,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.489,13.11,1.240
443742,2366,2024-01-18 12:20:00.000,2024018.013888,0.25,1.048,10.33,9.89,161.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.611,13.11,1.332
443743,2366,2024-01-18 12:50:00.000,2024018.034722,0.25,1.010,10.42,9.89,167.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.552,11.97,1.284
443748,2366,2024-01-18 13:20:00.000,2024018.055555,0.25,1.132,10.24,9.65,134.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.742,12.54,1.439
443770,2366,2024-01-18 16:20:00.000,2024018.180555,0.25,1.122,9.65,9.12,343.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.738,11.97,1.426
443772,2366,2024-01-18 16:50:00.000,2024018.201388,0.25,1.038,9.89,8.84,226.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.604,10.83,1.320
443777,2366,2024-01-18 17:20:00.000,2024018.222222,0.25,1.302,10.52,10.06,344.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.998,12.54,1.655
443784,2366,2024-01-18 18:20:00.000,2024018.263888,0.25,1.062,9.81,9.41,303.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.642,12.54,1.350
443786,2366,2024-01-18 18:50:00.000,2024018.284722,0.25,0.958,10.61,7.63,352.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.468,10.83,1.217
443793,2366,2024-01-18 19:50:00.000,2024018.326388,0.25,1.201,10.24,9.57,23.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.849,12.54,1.527
443798,2366,2024-01-18 20:20:00.000,2024018.347222,0.25,1.116,9.98,9.81,29.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.721,11.97,1.418
443805,2366,2024-01-18 21:20:00.000,2024018.388888,0.25,0.963,9.57,9.65,46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.493,10.83,1.225
443807,2366,2024-01-18 21:50:00.000,2024018.409722,0.25,1.089,9.89,9.12,195.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.682,11.40,1.385
443812,2366,2024-01-18 22:20:00.000,2024018.430555,0.25,0.884,9.98,9.05,238.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.364,12.54,1.124
443694,2366,2024-01-18 05:50:00.000,2024017.743055,0.25,1.143,9.34,9.27,314.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.776,12.54,1.453
443699,2366,2024-01-18 06:20:00.000,2024017.763888,0.25,0.859,10.81,9.49,351.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.314,12.54,1.092
443701,2366,2024-01-18 06:50:00.000,2024017.784722,0.25,1.009,9.98,9.19,279.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.557,13.11,1.283
443706,2366,2024-01-18 07:20:00.000,2024017.805555,0.25,0.877,9.98,9.73,293.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.353,11.40,1.115
443708,2366,2024-01-18 07:50:00.000,2024017.826388,0.25,1.104,10.06,9.65,296.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.702,13.11,1.403
443749,2366,2024-01-18 13:50:00.000,2024018.076388,0.25,1.138,10.42,9.81,87.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.748,12.54,1.447
443758,2366,2024-01-18 14:50:00.000,2024018.118055,0.25,1.047,10.06,9.49,43.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.614,12.54,1.331
443763,2366,2024-01-18 15:20:00.000,2024018.138888,0.25,1.091,9.73,9.98,28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.687,11.97,1.386
443765,2366,2024-01-18 15:50:00.000,2024018.159722,0.25,0.978,8.84,6.31,4.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.527,10.83,1.243
443779,2366,2024-01-18 17:50:00.000,2024018.243055,0.25,1.260,8.84,9.89,346.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.969,13.11,1.602
449316,2366,2024-02-21 19:50:00.000,2024052.326388,0.25,0.804,10.33,4.42,64.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.237,10.26,1.023
449318,2366,2024-02-21 20:20:00.000,2024052.347222,0.25,0.778,10.24,4.65,23.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.198,11.97,0.990
449320,2366,2024-02-21 20:50:00.000,2024052.368055,0.25,0.751,5.59,5.26,29.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.227,9.12,0.955
449323,2366,2024-02-21 21:20:00.000,2024052.388888,0.25,0.727,6.79,5.10,44.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.166,7.98,0.924
449325,2366,2024-02-21 21:50:00.000,2024052.409722,0.25,0.836,5.56,5.99,343.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.367,9.69,1.063
449328,2366,2024-02-21 22:20:00.000,2024052.430555,0.25,0.793,6.08,5.21,6.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.285,8.55,1.008
449330,2366,2024-02-21 22:50:00.000,2024052.451388,0.25,0.826,6.02,5.61,69.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.341,8.55,1.051
449333,2366,2024-02-21 23:20:00.000,2024052.472222,0.25,0.881,4.88,5.10,54.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.458,7.98,1.120
449335,2366,2024-02-21 23:50:00.000,2024052.493055,0.25,0.828,5.51,5.51,23.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.355,7.41,1.053
449340,2366,2024-02-22 00:50:00.000,2024052.534722,0.25,0.763,6.71,5.19,36.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.226,7.98,0.970
449343,2366,2024-02-22 01:20:00.000,2024052.555555,0.25,0.817,6.41,4.84,46.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.317,8.55,1.038
449345,2366,2024-02-22 01:50:00.000,2024052.576388,0.25,0.834,7.84,7.34,6.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.319,9.69,1.060
449348,2366,2024-02-22 02:20:00.000,2024052.597222,0.25,0.800,9.34,6.79,9.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.244,8.55,1.018
449350,2366,2024-02-22 02:50:00.000,2024052.618055,0.25,0.803,5.05,5.21,28.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.325,7.98,1.021
449353,2366,2024-02-22 03:20:00.000,2024052.638888,0.25,0.842,4.42,6.45,321.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.406,8.55,1.071
449355,2366,2024-02-22 03:50:00.000,2024052.659722,0.25,0.829,7.16,6.02,358.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.322,9.12,1.053
449360,2366,2024-02-22 04:50:00.000,2024052.701388,0.25,0.855,10.24,6.75,43.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.315,8.55,1.086
449363,2366,2024-02-22 05:20:00.000,2024052.722222,0.25,0.762,7.08,6.49,7.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.217,9.12,0.969
449365,2366,2024-02-22 05:50:00.000,2024052.743055,0.25,0.763,6.91,6.05,47.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.223,8.55,0.971
449368,2366,2024-02-22 06:20:00.000,2024052.763888,0.25,0.714,6.31,6.49,52.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.154,7.98,0.908
449370,2366,2024-02-22 06:50:00.000,2024052.784722,0.25,0.794,7.73,6.34,97.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.258,9.12,1.009
449393,2366,2024-02-22 11:20:00.000,2024052.972222,0.25,0.716,6.05,6.14,34.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.161,9.69,0.910
449395,2366,2024-02-22 11:50:00.000,2024052.993055,0.25,0.797,10.24,6.34,30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.226,10.83,1.013
449398,2366,2024-02-22 12:20:00.000,2024053.013888,0.25,0.753,7.94,6.60,36.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.190,9.69,0.958
449338,2366,2024-02-22 00:20:00.000,2024052.513888,0.25,0.895,4.67,5.46,58.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.488,9.12,1.138
449373,2366,2024-02-22 07:20:00.000,2024052.805555,0.25,0.771,6.67,6.28,21.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.239,8.55,0.980
449375,2366,2024-02-22 07:50:00.000,2024052.826388,0.25,0.774,6.34,6.49,356.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.249,8.55,0.984
449379,2366,2024-02-22 08:20:00.000,2024052.847222,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
449380,2366,2024-02-22 08:50:00.000,2024052.868055,0.25,0.882,6.45,6.11,49.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.423,9.12,1.122
449384,2366,2024-02-22 09:20:00.000,2024052.888888,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
449385,2366,2024-02-22 09:50:00.000,2024052.909722,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
449389,2366,2024-02-22 10:20:00.000,2024052.930555,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
449390,2366,2024-02-22 10:50:00.000,2024052.951388,0.25,0.710,7.03,6.52,52.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.134,9.12,0.902
449400,2366,2024-02-22 12:50:00.000,2024053.034722,0.25,0.798,5.99,5.67,33.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.296,8.55,1.015
449405,2366,2024-02-22 13:50:00.000,2024053.076388,0.25,0.879,5.24,5.48,50.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.445,9.12,1.117
449443,2366,2024-02-22 21:20:00.000,2024053.388888,0.25,1.024,5.90,5.64,96.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.664,7.41,1.301
449445,2366,2024-02-22 21:50:00.000,2024053.409722,0.25,1.044,6.02,5.84,22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.695,7.41,1.328
449450,2366,2024-02-22 22:50:00.000,2024053.451388,0.25,0.971,4.78,5.36,18.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.610,8.55,1.234
449453,2366,2024-02-22 23:20:00.000,2024053.472222,0.25,0.893,5.38,5.38,348.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.464,7.41,1.135
449455,2366,2024-02-22 23:50:00.000,2024053.493055,0.25,0.837,5.40,5.81,32.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.372,8.55,1.064
449458,2366,2024-02-23 00:20:00.000,2024053.513888,0.25,0.881,5.19,6.31,32.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.450,10.26,1.120
449460,2366,2024-02-23 00:50:00.000,2024053.534722,0.25,0.840,5.56,5.61,37.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.373,7.98,1.067
449463,2366,2024-02-23 01:20:00.000,2024053.555555,0.25,0.849,5.61,5.51,33.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.387,9.69,1.079
449490,2366,2024-02-23 06:50:00.000,2024053.784722,0.25,0.732,5.78,5.38,355.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.193,8.55,0.931
449511,2366,2024-02-23 11:20:00.000,2024053.972222,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
449512,2366,2024-02-23 11:50:00.000,2024053.993055,0.25,0.626,5.38,6.38,3.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.026,9.12,0.796
449513,2366,2024-02-23 12:20:00.000,2024054.013888,0.25,0.000,0.00,0.00,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.000,0.00,0.000
449514,2366,2024-02-23 12:50:00.000,2024054.034722,0.25,0.689,6.60,7.68,12.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.108,14.25,0.875
449572,2366,2024-02-24 00:20:00.000,2024054.513888,0.25,0.688,6.99,7.25,42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.100,9.69,0.875
449358,2366,2024-02-22 04:20:00.000,2024052.680555,0.25,0.868,8.00,6.38,349.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1.370,8.55,1.103
384647,2366,2023-04-19 20:50:00.000,2023109.368055,0.25,1.404,7.73,8.11,358.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2.224,11.40,1.785
384653,2366,2023-04-19 21:20:00.000,2023109.388888,0.25,1.480,9.05,8.34,316.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2.307,11.40,1.881
384657,2366,2023-04-19 21:50:00.000,2023109.409722,0.25,1.553,8.52,8.91,351.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2.435,10.83,1.974
