id,sensorId,observationDate,julianDateUTC,verticalPosition,windSpeed,windDirection,windGust,qualityFlag,qartodFlags
954425,2377,2023-04-07 23:00:00.000,2023097.459722,1.50,22.43,149.2,27.23,3,0000-0000-0000
954436,2377,2023-04-07 23:30:00.000,2023097.480555,1.50,23.48,150.6,29.40,3,0000-0000-0000
954443,2377,2023-04-08 00:00:00.000,2023097.501388,1.50,27.86,160.2,33.90,3,0000-0000-0000
954453,2377,2023-04-08 00:30:00.000,2023097.522222,1.50,25.44,143.2,32.87,3,0000-0000-0000
954459,2377,2023-04-08 01:00:00.000,2023097.543055,1.50,25.63,149.2,33.00,3,0000-0000-0000
954469,2377,2023-04-08 01:30:00.000,2023097.563888,1.50,25.48,143.2,32.30,3,0000-0000-0000
954476,2377,2023-04-08 02:00:00.000,2023097.584722,1.50,25.19,151.8,32.97,3,0000-0000-0000
954487,2377,2023-04-08 02:30:00.000,2023097.605555,1.50,22.99,150.9,27.37,3,0000-0000-0000
954494,2377,2023-04-08 03:00:00.000,2023097.626388,1.50,24.89,147.8,31.10,3,0000-0000-0000
954504,2377,2023-04-08 03:30:00.000,2023097.647222,1.50,29.24,148.7,38.27,3,0000-0000-0000
954511,2377,2023-04-08 04:00:00.000,2023097.668055,1.50,22.91,150.7,27.13,3,0000-0000-0000
954521,2377,2023-04-08 04:30:00.000,2023097.688889,1.50,20.37,155.3,26.07,3,0000-0000-0000
954527,2377,2023-04-08 05:00:00.000,2023097.709722,1.50,22.14,150.1,29.53,3,0000-0000-0000
954537,2377,2023-04-08 05:30:00.000,2023097.730555,1.50,23.81,153.6,29.67,3,0000-0000-0000
954543,2377,2023-04-08 06:00:00.000,2023097.751389,1.50,15.95,154.2,22.90,3,0000-0000-0000
954553,2377,2023-04-08 06:30:00.000,2023097.772222,1.50,16.23,155.8,20.40,3,0000-0000-0000
954559,2377,2023-04-08 07:00:00.000,2023097.793055,1.50,17.92,155.2,21.63,3,0000-0000-0000
954569,2377,2023-04-08 07:30:00.000,2023097.813889,1.50,17.06,157.6,22.93,3,0000-0000-0000
954576,2377,2023-04-08 08:00:00.000,2023097.834722,1.50,17.63,156.3,22.10,3,0000-0000-0000
954586,2377,2023-04-08 08:30:00.000,2023097.855555,1.50,17.32,144.3,23.10,3,0000-0000-0000
954593,2377,2023-04-08 09:00:00.000,2023097.876389,1.50,18.76,145.1,23.50,3,0000-0000-0000
954615,2377,2023-04-08 09:30:00.000,2023097.897222,1.50,15.83,146.1,19.00,3,0000-0000-0000
954623,2377,2023-04-08 10:00:00.000,2023097.918055,1.50,18.75,159.7,25.10,3,0000-0000-0000
954633,2377,2023-04-08 10:30:00.000,2023097.938889,1.50,17.45,167.8,20.67,3,0000-0000-0000
954642,2377,2023-04-08 11:00:00.000,2023097.959722,1.50,16.35,163.1,21.80,3,0000-0000-0000
954653,2377,2023-04-08 11:30:00.000,2023097.980555,1.50,14.39,153.7,19.25,3,0000-0000-0000
954661,2377,2023-04-08 12:00:00.000,2023098.001388,1.50,14.58,175.3,18.03,3,0000-0000-0000
954669,2377,2023-04-08 12:30:00.000,2023098.022222,1.50,15.13,173.5,19.40,3,0000-0000-0000
954677,2377,2023-04-08 13:00:00.000,2023098.043055,1.50,17.23,161.1,20.83,3,0000-0000-0000
954690,2377,2023-04-08 13:30:00.000,2023098.063888,1.50,18.43,169.3,23.90,3,0000-0000-0000
954698,2377,2023-04-08 14:00:00.000,2023098.084722,1.50,14.09,182.9,17.50,3,0000-0000-0000
954708,2377,2023-04-08 14:30:00.000,2023098.105555,1.50,15.04,162.6,21.33,3,0000-0000-0000
954716,2377,2023-04-08 15:00:00.000,2023098.126388,1.50,14.06,185.8,16.73,3,0000-0000-0000
954727,2377,2023-04-08 15:30:00.000,2023098.147222,1.50,13.79,185.2,18.57,3,0000-0000-0000
954735,2377,2023-04-08 16:00:00.000,2023098.168055,1.50,17.52,188.9,20.67,3,0000-0000-0000
954747,2377,2023-04-08 16:30:00.000,2023098.188888,1.50,17.37,187.2,22.20,3,0000-0000-0000
954755,2377,2023-04-08 17:00:00.000,2023098.209722,1.50,16.34,174.3,21.93,3,0000-0000-0000
954766,2377,2023-04-08 17:30:00.000,2023098.230555,1.50,17.98,184.7,22.30,3,0000-0000-0000
954773,2377,2023-04-08 18:00:00.000,2023098.251388,1.50,17.54,188.0,24.77,3,0000-0000-0000
954780,2377,2023-04-08 18:30:00.000,2023098.272222,1.50,16.82,194.5,21.00,3,0000-0000-0000
954787,2377,2023-04-08 19:00:00.000,2023098.293055,1.50,17.36,197.8,21.47,3,0000-0000-0000
954800,2377,2023-04-08 19:30:00.000,2023098.313888,1.50,18.42,190.0,23.53,3,0000-0000-0000
954808,2377,2023-04-08 20:00:00.000,2023098.334722,1.50,18.75,189.1,23.37,3,0000-0000-0000
