time,value,dataType,region
2023-05-01T04:00:00.000Z,18.72,waterdata,bop
2023-05-01T05:00:00.000Z,18.74,waterdata,bop
2023-05-01T06:00:00.000Z,18.75,waterdata,bop
2023-05-01T07:00:00.000Z,18.75,waterdata,bop
2023-05-01T08:00:00.000Z,18.75,waterdata,bop
2023-05-01T09:00:00.000Z,18.76,waterdata,bop
2023-05-01T10:00:00.000Z,18.75,waterdata,bop
2023-05-01T11:00:00.000Z,18.75,waterdata,bop
2023-05-01T12:00:00.000Z,18.73,waterdata,bop
2023-05-01T13:00:00.000Z,18.79,waterdata,bop
2023-05-01T14:00:00.000Z,18.85,waterdata,bop
2023-05-01T15:00:00.000Z,18.85,waterdata,bop
2023-05-01T16:00:00.000Z,18.84,waterdata,bop
2023-05-01T17:00:00.000Z,18.86,waterdata,bop
2023-05-01T18:00:00.000Z,18.86,waterdata,bop
2023-05-01T19:00:00.000Z,18.86,waterdata,bop
2023-05-01T20:00:00.000Z,18.87,waterdata,bop
2023-05-01T21:00:00.000Z,18.86,waterdata,bop
2023-05-01T22:00:00.000Z,18.87,waterdata,bop
2023-05-01T23:00:00.000Z,18.88,waterdata,bop
2023-05-02T00:00:00.000Z,18.9,waterdata,bop
2023-05-02T01:00:00.000Z,18.91,waterdata,bop
2023-05-02T02:00:00.000Z,18.92,waterdata,bop
2023-05-02T03:00:00.000Z,18.92,waterdata,bop
