time,value,dataType,region
2023-08-15T09:49:02.000Z,11.06,waterdata,tb
2023-08-15T09:49:14.000Z,10.68,waterdata,tb
2023-08-15T10:04:00.000Z,12.14,waterdata,tb
2023-08-15T10:04:02.000Z,11.09,waterdata,tb
2023-08-15T10:19:00.000Z,12.14,waterdata,tb
2023-08-15T10:19:02.000Z,11.03,waterdata,tb
2023-08-15T10:34:00.000Z,12.06,waterdata,tb
2023-08-15T10:34:02.000Z,11.07,waterdata,tb
2023-08-15T10:49:00.000Z,12.06,waterdata,tb
2023-08-15T10:49:02.000Z,11.16,waterdata,tb
2023-08-15T10:49:13.000Z,10.72,waterdata,tb
2023-08-15T11:04:00.000Z,11.79,waterdata,tb
2023-08-15T11:04:02.000Z,11.2,waterdata,tb
2023-08-15T11:19:00.000Z,11.79,waterdata,tb
2023-08-15T11:19:02.000Z,11.24,waterdata,tb
2023-08-15T11:34:00.000Z,12.29,waterdata,tb
2023-08-15T11:34:02.000Z,11.33,waterdata,tb
2023-08-15T11:49:00.000Z,12.29,waterdata,tb
2023-08-15T11:49:02.000Z,11.31,waterdata,tb
2023-08-15T11:49:13.000Z,11.02,waterdata,tb
2023-08-15T12:04:00.000Z,12.45,waterdata,tb
2023-08-15T12:04:02.000Z,11.36,waterdata,tb
2023-08-15T12:19:00.000Z,12.45,waterdata,tb
2023-08-15T12:19:02.000Z,11.41,waterdata,tb
2023-08-15T12:34:00.000Z,12.24,waterdata,tb
2023-08-15T12:34:02.000Z,11.44,waterdata,tb
2023-08-15T12:49:00.000Z,12.24,waterdata,tb
2023-08-15T12:49:02.000Z,11.43,waterdata,tb
2023-08-15T13:04:00.000Z,12.15,waterdata,tb
2023-08-15T13:04:02.000Z,11.47,waterdata,tb
2023-08-15T13:19:00.000Z,12.15,waterdata,tb
2023-08-15T13:19:02.000Z,11.5,waterdata,tb
2023-08-15T13:34:00.000Z,12.23,waterdata,tb
2023-08-15T13:34:02.000Z,11.5,waterdata,tb
2023-08-15T13:49:00.000Z,12.23,waterdata,tb
2023-08-15T13:49:02.000Z,11.5,waterdata,tb
2023-08-15T13:49:13.000Z,11.04,waterdata,tb
2023-08-15T14:04:00.000Z,12.25,waterdata,tb
2023-08-15T14:04:02.000Z,11.5,waterdata,tb
2023-08-15T14:19:00.000Z,12.25,waterdata,tb
2023-08-15T14:19:02.000Z,11.52,waterdata,tb
2023-08-15T14:34:00.000Z,12.23,waterdata,tb
2023-08-15T14:34:02.000Z,11.51,waterdata,tb
2023-08-15T14:49:00.000Z,12.23,waterdata,tb
2023-08-15T14:49:02.000Z,11.51,waterdata,tb
2023-08-15T14:49:13.000Z,12.44,waterdata,tb
2023-08-15T14:49:13.000Z,11.04,waterdata,tb
2023-08-15T15:04:00.000Z,12.22,waterdata,tb
2023-08-15T15:04:02.000Z,11.5,waterdata,tb
2023-08-15T15:19:00.000Z,12.22,waterdata,tb
2023-08-15T15:19:02.000Z,11.5,waterdata,tb
2023-08-15T15:34:00.000Z,12.17,waterdata,tb
2023-08-15T15:34:02.000Z,11.47,waterdata,tb
2023-08-15T15:49:00.000Z,12.17,waterdata,tb
2023-08-15T15:49:02.000Z,11.45,waterdata,tb
2023-08-15T15:49:13.000Z,11.15,waterdata,tb
2023-08-15T16:04:00.000Z,12.16,waterdata,tb
2023-08-15T16:04:02.000Z,11.43,waterdata,tb
2023-08-15T16:19:00.000Z,12.16,waterdata,tb
2023-08-15T16:19:02.000Z,11.44,waterdata,tb
2023-08-15T16:34:00.000Z,12.06,waterdata,tb
2023-08-15T16:34:02.000Z,11.42,waterdata,tb
2023-08-15T16:49:00.000Z,12.06,waterdata,tb
2023-08-15T16:49:02.000Z,11.38,waterdata,tb
2023-08-15T16:49:13.000Z,12.39,waterdata,tb
2023-08-15T16:49:13.000Z,11.07,waterdata,tb
2023-08-15T17:04:00.000Z,12.1,waterdata,tb
2023-08-15T17:04:02.000Z,11.35,waterdata,tb
2023-08-15T17:19:00.000Z,12.1,waterdata,tb
2023-08-15T17:19:02.000Z,11.3,waterdata,tb
2023-08-15T17:34:00.000Z,12.1,waterdata,tb
2023-08-15T17:34:02.000Z,11.29,waterdata,tb
2023-08-15T17:49:00.000Z,12.1,waterdata,tb
2023-08-15T17:49:02.000Z,11.26,waterdata,tb
2023-08-15T18:04:00.000Z,12.08,waterdata,tb
2023-08-15T18:04:02.000Z,11.22,waterdata,tb
2023-08-15T18:19:00.000Z,12.08,waterdata,tb
2023-08-15T18:19:02.000Z,11.19,waterdata,tb
2023-08-15T18:34:00.000Z,12.07,waterdata,tb
2023-08-15T18:34:02.000Z,11.16,waterdata,tb
2023-08-15T18:49:00.000Z,12.07,waterdata,tb
2023-08-15T18:49:02.000Z,11.14,waterdata,tb
2023-08-15T18:49:13.000Z,11.07,waterdata,tb
2023-08-15T19:04:00.000Z,12.05,waterdata,tb
2023-08-15T19:04:02.000Z,10.8,waterdata,tb
2023-08-15T19:19:00.000Z,12.05,waterdata,tb
2023-08-15T19:19:02.000Z,10.84,waterdata,tb
2023-08-15T19:34:00.000Z,12.06,waterdata,tb
2023-08-15T19:34:02.000Z,10.82,waterdata,tb
2023-08-15T19:49:00.000Z,12.06,waterdata,tb
2023-08-15T19:49:02.000Z,10.81,waterdata,tb
2023-08-15T20:04:00.000Z,12.04,waterdata,tb
2023-08-15T20:04:02.000Z,10.83,waterdata,tb
2023-08-15T20:19:00.000Z,12.04,waterdata,tb
2023-08-15T20:19:02.000Z,10.74,waterdata,tb
2023-08-15T20:34:00.000Z,11.98,waterdata,tb
2023-08-15T20:34:02.000Z,10.74,waterdata,tb
2023-08-15T20:49:00.000Z,11.98,waterdata,tb
2023-08-15T20:49:02.000Z,10.76,waterdata,tb
2023-08-15T21:04:00.000Z,11.94,waterdata,tb
2023-08-15T21:04:02.000Z,10.72,waterdata,tb
2023-08-15T21:19:00.000Z,11.94,waterdata,tb
2023-08-15T21:19:02.000Z,10.7,waterdata,tb
2023-08-15T21:34:00.000Z,12.02,waterdata,tb
2023-08-15T21:34:02.000Z,10.66,waterdata,tb
2023-08-15T21:49:00.000Z,12.02,waterdata,tb
2023-08-15T21:49:02.000Z,10.59,waterdata,tb
2023-08-15T21:49:13.000Z,11.03,waterdata,tb
2023-08-15T22:04:00.000Z,12.01,waterdata,tb
2023-08-15T22:04:02.000Z,10.65,waterdata,tb
2023-08-15T22:19:00.000Z,12.01,waterdata,tb
2023-08-15T22:19:02.000Z,10.64,waterdata,tb
2023-08-23T08:34:02.000Z,11.16,waterdata,tb
2023-08-23T08:49:00.000Z,11.24,waterdata,tb
2023-08-23T08:49:02.000Z,11.16,waterdata,tb
2023-08-23T09:04:00.000Z,11.11,waterdata,tb
2023-08-23T09:04:02.000Z,11.17,waterdata,tb
2023-08-23T09:19:00.000Z,11.11,waterdata,tb
2023-08-23T09:19:02.000Z,11.14,waterdata,tb
2023-08-23T09:34:00.000Z,11.11,waterdata,tb
2023-08-23T09:34:02.000Z,11.17,waterdata,tb
2023-08-23T09:49:00.000Z,11.11,waterdata,tb
2023-08-23T09:49:02.000Z,11.18,waterdata,tb
2023-08-23T10:04:00.000Z,11.07,waterdata,tb
2023-08-23T10:04:02.000Z,11.2,waterdata,tb
2023-08-23T10:19:00.000Z,11.07,waterdata,tb
2023-08-23T10:19:02.000Z,11.24,waterdata,tb
2023-08-23T10:34:00.000Z,11.09,waterdata,tb
2023-08-23T10:34:02.000Z,11.24,waterdata,tb
2023-08-23T10:49:00.000Z,11.09,waterdata,tb
2023-08-23T10:49:02.000Z,11.26,waterdata,tb
2023-08-23T10:49:14.000Z,11.33,waterdata,tb
2023-08-23T11:04:00.000Z,11.15,waterdata,tb
2023-08-23T11:04:02.000Z,11.24,waterdata,tb
2023-08-23T11:19:00.000Z,11.15,waterdata,tb
2023-08-23T11:19:02.000Z,11.22,waterdata,tb
2023-08-23T11:34:00.000Z,11.18,waterdata,tb
2023-08-23T11:34:02.000Z,11.23,waterdata,tb
2023-08-23T11:49:00.000Z,11.18,waterdata,tb
2023-08-23T11:49:02.000Z,11.28,waterdata,tb
2023-08-23T12:04:00.000Z,11.23,waterdata,tb
2023-08-23T12:04:02.000Z,11.32,waterdata,tb
2023-08-23T12:19:00.000Z,11.23,waterdata,tb
2023-08-23T12:19:02.000Z,11.37,waterdata,tb
2023-08-23T12:34:00.000Z,11.24,waterdata,tb
2023-08-23T12:34:02.000Z,11.41,waterdata,tb
2023-08-23T12:49:00.000Z,11.24,waterdata,tb
2023-08-23T12:49:02.000Z,11.44,waterdata,tb
2023-08-23T12:49:14.000Z,11.31,waterdata,tb
2023-08-23T13:04:00.000Z,11.27,waterdata,tb
2023-08-23T13:04:02.000Z,11.46,waterdata,tb
2023-08-23T13:19:00.000Z,11.27,waterdata,tb
2023-08-23T13:19:02.000Z,11.48,waterdata,tb
2023-08-23T13:34:00.000Z,11.27,waterdata,tb
2023-08-23T13:34:02.000Z,11.46,waterdata,tb
2023-08-23T13:49:00.000Z,11.27,waterdata,tb
2023-08-23T13:49:02.000Z,11.55,waterdata,tb
2023-08-23T13:49:14.000Z,11.31,waterdata,tb
2023-08-23T14:04:00.000Z,11.2,waterdata,tb
2023-08-23T14:04:02.000Z,11.59,waterdata,tb
2023-08-23T14:19:00.000Z,11.2,waterdata,tb
2023-08-23T14:19:02.000Z,11.61,waterdata,tb
2023-08-23T14:34:00.000Z,11.24,waterdata,tb
2023-08-23T14:34:02.000Z,11.66,waterdata,tb
2023-08-23T14:49:00.000Z,11.24,waterdata,tb
2023-08-23T14:49:02.000Z,11.65,waterdata,tb
2023-08-23T14:49:14.000Z,11.31,waterdata,tb
2023-08-23T15:04:00.000Z,11.33,waterdata,tb
2023-08-23T15:04:02.000Z,11.69,waterdata,tb
2023-08-23T15:19:00.000Z,11.33,waterdata,tb
2023-08-23T15:19:02.000Z,11.67,waterdata,tb
2023-08-23T15:34:00.000Z,11.31,waterdata,tb
2023-08-23T15:34:02.000Z,11.7,waterdata,tb
